Ship_1_start,Ship_1_unload,Ship_1_load,Ship_2_start,Ship_2_unload,Ship_2_load,Ship_3_start,Ship_3_unload,Ship_3_load,Ship_4_start,Ship_4_unload,Ship_4_load,Ship_5_start,Ship_5_unload,Ship_5_load,Ship_6_start,Ship_6_unload,Ship_6_load,Ship_7_start,Ship_7_unload,Ship_7_load,Ship_8_start,Ship_8_unload,Ship_8_load,Ship_9_start,Ship_9_unload,Ship_9_load,Ship_10_start,Ship_10_unload,Ship_10_load,Ship_11_start,Ship_11_unload,Ship_11_load,Ship_12_start,Ship_12_unload,Ship_12_load,Ship_13_start,Ship_13_unload,Ship_13_load,Ship_14_start,Ship_14_unload,Ship_14_load,Ship_15_start,Ship_15_unload,Ship_15_load,Ship_16_start,Ship_16_unload,Ship_16_load,Ship_17_start,Ship_17_unload,Ship_17_load,Ship_18_start,Ship_18_unload,Ship_18_load,Ship_19_start,Ship_19_unload,Ship_19_load,Ship_20_start,Ship_20_unload,Ship_20_load,Ship_21_start,Ship_21_unload,Ship_21_load,Ship_22_start,Ship_22_unload,Ship_22_load
2930,2613,6228,5593,2222,3396,4378,1457,1932,4604,2436,4887,6689,3471,102,2384,1730,1836,6031,458,419,4956,368,711,6583,5090,2614,5140,2839,3571,4942,3818,647,5627,384,408,5669,678,586,11497,8823,6598,9168,5997,7266,9288,8322,4692,1572,939,1683,2832,511,911,8997,7655,7564,4603,2224,6757,11598,8413,881,4389,2076,6567
6545,6542,6046,6767,1542,1724,4853,371,346,7055,4189,2503,3320,2712,3491,2490,1698,5460,5992,2730,1842,5299,1041,488,4107,3277,4113,5872,5110,2149,1771,195,2956,5651,4340,2451,5577,1251,1649,9272,7682,9808,10437,9232,1689,5658,4481,9077,2316,745,2158,3232,1050,8138,8906,3699,4923,9136,8209,8745,4066,2302,1974,8880,6108,7037
6049,2142,3084,6949,792,327,4828,2927,4147,5369,3428,2630,4099,2689,3705,6252,2356,57,5104,2732,3722,4746,3079,778,4943,4758,5485,2911,312,280,4532,1094,1846,3762,973,2863,5975,3381,2893,11398,10250,7931,2894,89,460,10254,8288,8044,3729,3419,5162,10320,9043,9255,10130,4694,3760,9672,2565,3725,3738,1460,7441,9809,5591,1646
6991,6390,164,6484,3269,1736,6048,2394,1192,4571,1472,1295,5115,741,596,3953,619,2147,6094,716,132,2445,240,3715,5670,4401,2758,2879,2520,2462,5284,4975,5216,5652,2557,1495,5487,2709,1979,9079,4520,1207,3265,426,1863,10010,8707,2282,5472,4096,823,10532,9400,8542,9196,8534,59,10832,9230,4937,9719,1846,297,5864,1108,220
765,764,4645,4951,1580,3473,4846,2108,2008,4394,4073,3122,4970,4471,1269,5481,5292,5583,5510,1427,1455,5920,24,268,4027,2150,4787,2821,2289,2836,5525,679,87,4590,807,2421,4757,3354,1308,5766,2301,3189,4702,3324,5926,3585,1599,5091,2199,2008,7938,9674,3265,1944,721,299,144,6539,6052,1352,8170,601,3959,4976,2436,9304
4646,1957,2269,6844,6646,3814,4746,4207,4122,3443,2720,5164,1768,1467,5999,5772,4961,5439,5538,3975,2098,6164,3332,2830,6664,6168,4656,3368,3352,1784,4933,3178,1474,6204,666,443,2711,1840,3950,6654,5010,4444,7304,4874,7755,7077,6273,7990,8129,6983,9339,8353,5285,3465,566,336,10850,1839,829,7732,11528,7487,483,11844,1947,963
4958,3411,4521,4012,1944,1977,4661,2977,5165,5887,3422,3512,6300,1042,448,6250,4611,2632,3661,2203,2315,5662,4340,1715,5152,1114,124,1800,293,1586,3229,816,4319,5981,3306,570,4821,137,1949,6088,448,1502,10185,4950,5891,8794,6222,3846,10485,993,1964,6533,1952,574,11080,2551,691,8742,5356,5653,4524,1228,3818,10860,3701,664
6068,1909,349,4045,2787,5040,6849,4079,2143,5977,660,319,5706,406,1290,4271,1066,101,3773,1833,1196,3037,973,4506,4162,3184,2495,3093,960,551,6732,4250,2295,3245,2796,6484,6633,4513,1898,7142,3766,308,11126,1909,1512,6418,1511,6522,11456,1737,1113,5155,5013,6213,9220,5077,3547,9039,8030,7625,7114,4816,4901,7823,2941,3054
4508,2078,2796,6298,5387,1359,4913,1470,3611,5636,5434,5943,6590,3243,1745,3306,685,3838,3136,1621,1158,6570,5366,1053,3473,1329,25,2684,1139,2980,4777,3851,5131,6933,6751,3431,4018,3939,3020,3684,2280,9533,10729,7094,6755,11429,9369,9829,10832,6561,813,6355,1830,3331,7690,1274,4561,8634,8421,5283,7199,2376,286,7936,1846,5035
5226,577,397,2270,476,4680,7054,2189,1194,6145,3561,3320,5092,2798,3799,6459,2144,2213,2673,149,2506,2257,1831,1282,2169,901,4042,4525,2812,632,6057,5465,1251,3613,467,1621,3099,162,3458,10937,1757,1566,10390,7056,26,11889,1550,872,5084,3335,6812,7856,4963,3255,10977,7704,1803,5496,284,5923,5109,1058,5810,11125,9325,10074
5046,1263,2464,6474,810,634,6059,3270,1707,5904,1643,2642,6093,905,813,6528,4427,3728,5030,4715,144,1708,1077,2849,5310,5146,950,2345,1788,737,1843,1726,5610,4767,138,1424,6395,3602,401,10746,6030,5616,3360,252,4641,11211,4825,1127,8561,7798,9948,6148,2130,5261,5076,412,258,11135,2726,1014,9861,1988,1999,11874,3649,655
6247,4593,2973,6298,1766,1123,4496,667,2438,6903,4058,371,6001,1459,1769,5829,2535,1516,459,28,5974,3480,3188,4492,1114,55,3598,1294,933,2987,5727,2907,3406,6053,2272,1606,3194,393,3588,10332,9896,1142,7749,1833,1884,7513,4553,7923,10711,4676,2231,9279,7220,6405,4922,4920,5714,9423,1940,988,9872,6061,6001,8880,6337,7905
4627,2669,4772,5655,4577,1242,6267,2609,2400,3216,2144,2759,6311,4825,5020,4810,1186,2571,6405,1776,2571,4784,1037,1406,4657,2547,3791,3348,25,624,6226,4269,980,5387,2758,4204,6389,1444,1186,1578,969,887,7800,7686,9559,10883,9541,7527,8266,4192,2550,8464,4323,4987,5716,622,3476,8471,1338,2802,9812,5501,5630,10448,4685,3492
6730,716,922,2320,972,3148,6058,3389,4027,3831,2254,2477,6506,1872,1120,6195,888,275,7200,2726,577,5153,2520,2226,5901,3594,2217,3947,3339,6268,2937,1398,399,6833,4403,922,6131,2456,958,1496,1038,10542,9673,8741,4210,8869,8559,4147,6624,2531,5397,9128,362,2107,8570,4772,7387,9935,9129,6506,9941,2108,2576,9255,7844,15
6936,2792,1682,4496,1376,3774,6696,6033,4277,4054,1667,1892,5754,5752,491,5582,3347,960,5051,4653,417,4859,3856,2426,4524,4513,2969,6876,4594,168,1938,1622,6644,3352,2013,5833,4633,3588,4999,11000,3569,2286,5142,1674,5347,4457,4385,589,9490,2828,5055,10873,9805,4785,11185,5829,2766,7312,4386,939,10409,1876,2110,1426,944,748
5826,3736,4119,6894,660,619,4940,1513,2026,4279,1845,2419,493,153,6625,3195,2074,4871,815,45,3601,3429,1879,1346,2980,58,2311,2450,0,3028,6960,5698,5866,7172,6356,160,6044,3819,1219,9717,3240,1413,8815,5867,1442,661,304,8610,11717,7868,2050,5853,1046,6707,8122,2957,3523,3865,3299,9504,10643,7492,8389,1230,289,3916
6209,4530,4249,6853,2737,1760,5453,1677,583,4853,2630,3313,6965,4159,1272,5992,298,776,4371,2875,1620,2896,2617,6518,5233,4446,460,5478,1405,1739,7128,2906,934,976,318,2942,3444,1338,681,7890,3925,2585,4390,2028,568,8967,4822,1848,5899,760,6171,11514,8431,7050,8688,112,1839,10070,10030,296,11540,3710,70,4857,3679,10230
5928,2983,438,5876,1432,1931,4359,3862,228,5536,1139,2301,4078,4050,3098,6470,3721,430,3116,2448,6209,6797,852,577,1247,163,18,5812,1674,327,5156,622,2602,3600,1332,4144,2787,1902,68,6550,1046,4451,2930,2826,4033,5993,2085,5547,11310,4593,800,10133,5375,1748,10415,4988,2989,336,82,3007,7900,5597,2976,11408,3533,3653
3383,1231,1372,6375,4233,4044,725,689,1301,6698,877,12,3126,2591,2969,3179,771,759,6877,5618,3918,6522,4380,1711,1102,245,5834,4465,265,1292,7136,285,25,6412,3938,1990,953,273,2935,9955,6499,3100,4137,1054,1913,9455,7780,9474,7517,3496,7923,6506,450,5476,8416,343,275,3261,2022,9724,5279,1137,7086,11528,2014,2290
3524,927,2230,6186,5046,2128,1337,495,4751,5833,2308,3197,3504,2187,1826,3167,2591,3927,5177,3537,4091,3853,1351,3726,6691,1574,1005,5492,896,1507,6876,3407,343,4464,2579,1977,3615,2183,3778,6556,4674,7017,4996,3636,6193,11149,3350,2875,11944,4856,2013,11532,7346,5295,8348,1724,1272,10963,7070,1244,11228,5606,1804,11804,10486,7643
4827,2733,414,3268,1876,4713,5593,3169,511,6722,4295,1247,3143,1863,5462,4503,2458,3531,5731,2254,3407,6228,2511,1892,6122,50,742,6103,414,1002,3812,2617,2677,3862,1865,4967,5210,2224,157,8899,1467,4286,7553,2985,5209,10674,7638,3053,9101,6146,7103,9481,6798,5911,7896,576,1023,5137,1622,7178,7426,883,3110,8961,7962,5436
2508,1451,5253,6105,2794,752,2935,1393,39,3674,1256,1059,6742,563,234,5576,2018,1214,6884,5136,3183,5609,5597,1224,6814,5685,1279,6691,4257,180,3872,2776,2207,6964,5085,2469,3143,959,1717,11718,1989,109,9777,2929,2979,6089,828,1066,10058,5540,5852,8594,6893,3419,8343,6070,9332,10693,8408,7691,9653,8634,1621,6435,805,5690
6310,4133,521,4063,3938,703,1581,505,4854,3477,558,487,6413,4572,2116,4772,497,2135,4931,1358,2723,1236,591,907,2408,1093,2239,2614,1759,1214,3303,1996,3012,4348,1338,3807,3901,3313,2346,9838,7703,9802,9827,5666,3871,6327,1054,952,10370,5827,1100,5120,1590,5874,11605,9555,2559,9976,9322,3706,2640,389,4536,11320,9384,199
2698,1543,2655,828,406,3975,5930,1678,1621,3406,2200,4394,3957,2054,1038,6410,1596,11,6296,3098,3593,1552,355,5210,3554,2114,2288,2069,722,796,4319,2319,4107,6817,591,269,2934,1041,1278,11937,3466,1567,8032,6195,6943,6225,315,2625,5643,4995,9204,9404,4849,4767,4609,2099,8811,4360,3162,5618,6787,3473,6133,2135,467,8219
3810,1165,1106,4397,4003,3841,5873,3634,270,5600,2343,2869,2941,2082,2029,4825,2571,3560,6791,796,533,6407,3703,3193,3728,445,1832,2143,108,2301,6107,1329,529,6495,1610,1735,3171,2979,2299,10038,121,1188,8780,2452,1797,8535,990,1260,9852,2570,3098,9322,1470,945,11321,1932,146,6816,5745,7241,9447,6838,4805,9887,3838,2156
3751,3029,2707,4235,2622,4794,2509,2058,1023,6126,5310,266,2888,2276,276,5814,595,381,6528,3050,3301,5897,5868,5160,5115,1040,34,4336,2931,1735,5307,825,1072,6620,5327,1670,2491,2431,6380,11105,11101,10156,8125,7606,4009,8805,3755,4104,10380,831,1742,8797,7134,8146,9535,3560,2620,8312,1702,2183,7414,5099,560,8205,4630,478
3429,3129,6484,6407,4622,2155,1474,1082,605,1082,87,2512,888,866,1658,5600,4223,2053,6779,3473,3275,5189,734,1863,4109,1767,4508,3140,2434,1857,5554,5079,4163,2963,1938,2890,6440,587,1141,10160,5341,3040,4528,619,1057,9154,3771,1812,11291,4478,4549,9809,1276,2797,8595,800,408,8793,1041,2789,2875,1832,6079,4053,3931,9778
6784,1137,1263,3940,3374,2782,997,838,1234,3507,3011,3373,1680,1082,1681,3430,2942,6439,6581,5270,5276,6318,4204,3751,6850,2908,1251,2563,2246,3936,4638,2822,1717,3915,3394,5857,6994,6512,5997,7859,7248,5581,4966,871,6234,7195,3196,3933,11362,7984,3142,11330,10503,9433,8203,4327,3003,10541,3259,2050,7122,20,4743,9900,2678,3464
6910,575,636,3348,2155,5413,1393,562,466,3869,2445,4874,2279,438,5212,6927,5301,3730,6587,5597,2071,5865,4823,2629,5193,1753,999,4253,1045,1226,3533,3177,2163,6378,4828,2340,6479,1761,1865,6192,5140,1665,10329,2107,1729,7932,3595,5661,6520,478,4102,10260,3090,3720,6879,6687,7245,9332,6362,693,11845,9014,3705,10686,3589,2917
6971,6147,2646,6606,207,560,1297,189,3199,6298,2820,82,7053,3499,2232,5356,582,1166,3061,1935,2142,3671,3284,472,4439,2302,3802,4434,4231,3183,2519,1692,4437,3890,2239,3197,6583,4566,3833,2717,1010,7305,9951,4310,4547,9998,8143,6301,10144,1661,832,10890,2183,2214,7437,4485,5638,3663,2751,2501,6536,843,1095,10014,1411,3020
3470,1409,4534,6959,773,704,4307,3237,418,3560,2257,3976,5786,2700,1638,5940,1297,234,3268,2599,4358,859,237,4401,5939,3892,4610,3386,1306,3613,5264,523,208,4848,1482,7,5850,4411,562,9012,8786,11118,10188,5203,1353,8156,4888,4992,9315,1750,618,10921,4506,331,8590,980,3857,3413,2141,3619,6788,790,4079,11623,9299,4260
6595,5097,3423,6890,1097,967,1488,1033,4372,5279,2620,2238,4724,3693,5166,4877,4718,6854,5027,1569,3648,5023,2924,1879,6657,5549,1859,5693,1598,2408,4949,1047,85,3373,2817,6549,2001,1105,1884,11344,591,1025,6338,3137,3246,8260,6692,5479,8183,3758,813,6746,1402,4060,11467,6186,6000,4891,2440,5361,10077,8256,3271,6584,5745,4758
4921,3549,5681,6760,1987,76,4827,2691,1000,4897,210,842,6197,2127,2363,7013,4429,2323,7106,5247,4157,3978,2296,3582,2967,1974,895,6503,4791,2073,3987,2201,1595,7105,2675,1545,2780,1800,2317,11778,3934,1539,6447,3916,3500,7047,3407,8136,5238,4610,5062,9404,6571,741,11281,4449,4944,7812,5531,6494,5092,1532,6345,5597,3190,7787
7053,3168,705,4849,3772,2924,3136,3091,396,5529,2404,3423,6433,4675,4068,4907,2538,4004,6016,3800,1318,5264,3292,665,1888,203,3279,3785,2926,951,3381,3358,2123,5975,1904,632,3297,71,1997,9383,8595,3208,6031,5821,9411,11776,4422,525,5690,557,3760,3574,119,3270,11776,9542,753,8775,6940,441,9905,8876,6952,10194,4067,5269
4590,3241,568,4001,1277,2582,441,408,6906,6548,5284,73,5826,4022,968,6373,4525,4253,3534,140,2424,2637,1766,2178,4964,503,310,1810,1516,934,2146,1037,5130,4703,2037,4328,5223,425,351,3996,1804,2974,9621,1630,780,7879,2092,4572,8893,2017,1987,6725,4963,258,2987,892,7098,2276,2218,1716,7981,6793,10646,11396,4908,1633
1917,1258,5515,5306,5155,604,6939,5092,2450,1337,88,5052,2772,2228,4887,6101,2731,976,5818,4434,4271,3049,2983,4491,4771,2488,1698,1228,744,3103,6239,6048,1106,6994,6759,971,5149,4256,2012,5166,421,5608,8771,5589,669,10359,10197,10411,8863,4402,3582,2020,1473,3127,9193,2043,4464,1774,925,10535,11834,10598,2330,8121,6492,8914
6174,5475,4820,755,383,5052,4297,791,1925,6301,6221,2766,5431,1000,2762,4346,1404,3692,5655,4281,5013,4557,1407,819,3981,3227,3771,3587,714,3184,1297,924,3556,1206,898,2533,2905,435,201,10353,9158,344,3851,1301,557,10573,1496,1984,8043,5616,8094,3674,179,3195,11614,1027,1324,11384,7422,649,3566,2992,8608,10543,4795,6022
5519,1413,0,5424,3448,3814,5431,415,1976,2846,2098,492,7193,2702,1407,6634,5772,2938,6387,3187,271,3969,173,1776,4525,3621,5299,6057,1085,1813,3929,1489,497,2841,1886,1713,2671,110,3615,1539,1430,6194,3107,762,2960,11061,10591,6832,10521,4520,2220,6690,3347,2219,11911,4374,4323,4611,2091,7349,9182,5842,500,11770,10812,2617
4106,358,2092,5790,1544,2306,6992,4734,2465,1240,484,450,5898,677,1792,3800,503,253,3471,917,740,5572,3486,544,6203,3293,2980,6785,5750,325,2937,2917,3330,2668,1509,203,6176,3105,4122,6303,1676,4560,5305,756,1244,7302,6402,7993,8221,3192,2057,5562,182,5311,11860,318,280,9869,3788,78,3840,1744,2608,3575,1286,9485
5840,4546,1239,6552,4625,4673,4723,2759,4551,1206,654,1849,7013,1454,673,3550,1193,1504,3294,1390,3198,2630,65,3047,5890,2684,1506,1360,634,3404,3350,1787,553,1362,457,5099,7193,3204,1139,9187,4167,6952,5793,743,6351,8893,2869,2091,7086,3044,7137,10691,3723,3522,11822,10673,2899,6159,3425,2043,4704,3488,5936,11774,9949,4421
2533,1994,4501,6600,5049,3289,6515,3425,1537,2401,906,3754,6232,6207,7014,3861,1249,3816,5102,4770,5391,5612,1181,2525,4712,3513,3426,4130,2406,671,2116,588,4299,6004,900,33,5128,2460,2633,11972,11821,3780,11401,5602,682,8115,4000,5215,11179,7064,3506,10490,9279,6489,4048,4021,11074,4777,4646,9951,7152,730,4758,6246,4447,8544
5040,4900,5007,4840,1645,475,4627,1582,1207,5249,3996,1791,7039,4556,4404,6428,4575,2730,5723,3330,2169,6956,474,97,4625,1054,3128,2395,950,5629,5827,240,702,5137,335,74,5301,4093,2885,3931,1041,5045,6481,2178,3602,9330,4095,4357,7621,4025,7518,7700,7166,6179,11101,6021,1292,10082,2835,227,11180,2907,2470,10343,7269,5576
5147,3685,3061,3670,2694,5266,4252,3746,6533,3044,397,1855,6887,4357,4257,4583,3163,4852,4562,4153,4918,6579,6452,1913,6699,1219,1507,7074,2673,2250,6289,3913,3438,4876,1378,3408,4093,817,2344,7935,4254,7150,7905,119,2026,9592,1297,1275,11114,10356,9474,6713,6223,3074,6372,3742,3997,7474,4720,3423,10743,6866,5409,8650,318,1857
4523,3488,3417,6242,5573,4427,7039,6572,3055,4502,3227,4303,6787,5285,1899,6272,1710,922,5327,5115,4814,2040,2036,4139,6987,6204,4227,6651,515,1052,5814,4604,786,6906,410,312,5620,2861,2173,10831,10035,2383,9812,2021,1756,9570,1761,222,10232,10229,10616,3564,370,8269,6627,5657,1215,6177,502,544,9286,3876,3717,10189,8312,6563
4452,2167,2526,5096,4548,4058,3522,3029,5525,5578,1591,1758,3401,795,3914,5484,3730,3637,5026,1821,1078,4143,2594,3357,5010,2444,4330,7188,2102,500,1996,790,236,6808,2154,1235,4932,906,866,3179,146,4215,9547,3472,597,8031,1443,848,10619,3154,1973,11463,5251,1506,2185,1831,6496,6219,2460,2255,9127,8861,11108,8440,3441,2946
4811,327,1302,4606,174,91,6018,4504,3148,5745,659,1916,6520,514,1150,5391,1858,2949,4283,963,3308,4906,2134,3913,6896,2119,1864,5586,699,821,1442,1336,1353,5889,1792,1124,4892,2783,2228,7248,4653,2760,6672,1218,4486,7436,89,3973,9438,8621,8583,7718,7525,6111,6850,6011,573,6014,3486,1634,11374,7270,3822,7945,1341,1056
5786,4542,2297,4523,2504,1764,4662,1918,3502,7002,4463,2571,7156,3673,2505,6482,3164,2003,6628,3748,3999,6685,6552,1965,6641,1588,1494,5708,1459,1718,1459,985,4657,5221,1415,1172,4337,2755,4855,5355,485,2266,9940,8763,7361,11320,3395,3372,9400,9253,1138,6304,6223,6150,1412,232,6179,4162,524,5683,7926,1995,394,7660,7020,9578
3541,1730,3514,3783,2563,1516,6246,4344,540,5110,224,545,5988,4912,153,5321,1258,837,6879,1568,1391,2098,1464,5507,6547,1261,1598,5967,2461,623,5131,4399,3482,4978,4879,3695,6437,4542,1169,7136,6961,11747,8538,6327,3812,11297,4007,4124,1285,603,770,6231,1849,536,7359,1159,4994,9321,8415,1918,6325,5431,10320,10218,3494,4579
5325,2019,2698,2736,633,4632,2442,1887,768,5431,3311,4325,1229,1213,744,4900,1843,2135,6702,3329,3483,6141,3031,2542,6884,6540,4136,4129,3211,2892,4214,1527,1932,3794,2676,4878,3064,90,2684,11922,8053,7354,6023,1265,6848,11414,5359,4936,1452,889,6432,4918,1600,7746,11194,7007,210,2824,1213,759,11214,6453,3616,11303,10139,6300
6004,4775,4513,6735,1462,454,1323,955,2402,6445,3202,2301,760,73,2220,5192,991,2554,6856,193,183,5652,938,817,4480,3277,1929,3810,2463,3916,4619,2960,318,5996,4940,1133,5658,40,712,11223,9362,8876,11606,2674,2739,10991,6098,4096,6995,1415,4256,11064,2685,3533,4397,644,6915,2370,1491,6538,8377,8233,8412,7464,3527,7871
5742,248,1611,5727,223,238,2770,80,185,5544,2621,1344,2907,2527,6046,6755,1872,723,6846,6164,3750,5531,2519,2621,3132,2939,330,5263,3224,697,1977,619,5512,2189,1771,4891,6330,2152,2995,10737,2590,1071,11671,11453,10119,8989,6097,2269,9836,2799,4204,11912,8779,5137,10668,249,184,7417,3741,2200,8556,7566,5420,11808,1873,569
7105,6643,5523,5742,4768,3373,2875,2202,5554,4267,1564,3470,6426,3678,561,5606,2886,2045,4432,4404,1775,5633,3308,2398,523,388,4702,2736,1632,5056,6870,221,509,5309,3980,4066,7173,6217,589,9218,1291,2741,10337,10169,3227,5161,511,4335,11241,3938,3406,8270,2314,3050,10603,1079,1093,5876,3115,2449,6410,5981,1206,10504,470,301
5985,5767,4063,4347,2910,3954,6227,1599,420,6173,2831,3286,3309,1275,4885,4765,1294,3063,1803,1670,5681,4723,1976,2291,4837,4645,3545,6160,2188,354,7158,62,86,5395,388,1114,1545,1084,4159,10668,7252,5474,3395,1318,326,8985,3943,3143,10709,3011,3122,9006,5988,1837,10617,5661,4954,5210,4773,2952,1635,982,9837,10335,6866,917
4281,3491,6403,5391,4858,4624,5048,1351,1006,6628,1827,586,6919,4519,3595,6534,5104,3385,5814,3398,369,5038,86,2070,3737,2961,1960,4326,3104,1275,7182,6630,5566,6121,1857,1845,4620,2136,2946,8890,1828,803,2403,685,4064,8185,5743,7166,10820,304,587,4855,1713,4460,9910,5,1387,3389,1884,8335,10490,6034,4506,4386,1829,699
7193,4923,3700,5157,671,1822,4703,3409,3465,5387,1579,483,5995,3530,3237,4815,3038,3432,2785,1793,1983,7022,6915,4184,2736,1624,673,2497,1345,5465,6118,4189,680,6109,2692,2023,5430,5414,5645,7865,4645,4843,5782,2168,4912,9608,2253,4163,11103,8367,5220,7602,3380,7221,11292,8824,9228,9840,6698,4597,8962,1301,2499,3256,245,6773
5970,2803,220,6308,3679,1233,4759,697,708,4291,255,590,5702,3000,2576,5209,2644,1451,2975,2587,5676,4291,1590,1834,1785,1626,2209,6617,611,875,2609,354,1385,5440,535,1978,5661,13,612,8063,4828,2782,8526,7798,7980,11518,4422,3597,7956,5762,8436,11443,9290,4294,11696,1447,1208,7739,5494,4782,10160,7604,1058,9784,9721,2504
3387,2632,4008,3862,2240,3693,4770,3211,4126,4626,2408,3056,5278,3809,4927,4016,3896,2158,6064,1423,1117,4535,3140,2102,2368,2175,1100,6881,3828,2576,3640,1128,3277,6883,5388,3362,6260,869,642,6017,5579,9182,8708,3783,1226,10693,717,1873,10630,10297,62,6447,186,4750,11457,7797,2399,7027,5151,3631,3614,1933,2331,2567,2493,6844
4763,3446,10,5315,2115,1080,5685,5019,4094,5274,4758,6444,6396,4196,1549,2278,944,2644,5758,1013,469,3497,2757,2369,1293,1290,4051,5629,448,613,5789,1868,2019,4857,1714,3731,6033,1581,554,9620,2475,1953,6151,2061,1936,11849,10931,5509,395,395,10193,11011,1565,2296,6059,1222,5680,5507,272,2856,4012,1623,1633,6918,5620,8844
1327,97,586,4280,2074,3018,4760,161,684,6960,5008,5052,3749,1489,2966,3978,1930,3706,5214,2972,2604,3109,2552,1759,4054,2039,2731,5794,1335,2726,5940,1526,1446,6874,144,11,5006,4962,1059,9098,1166,3630,6026,4638,1665,6427,5532,8767,10193,9238,6971,11742,4833,121,10517,202,1653,8091,1415,1551,4022,2025,8699,10142,172,1167
1816,1532,4657,5224,3680,5445,5283,3859,5604,7004,707,881,5226,1075,143,5754,2964,4290,4846,1489,3755,2316,394,4845,4746,3103,3918,7185,2812,787,5860,5204,3969,6741,675,87,1103,323,6116,11562,8989,963,3053,877,5819,9662,9090,11178,7926,2609,1946,7030,5551,6319,11968,176,124,8227,17,83,10696,8201,2179,11137,10005,9758
4941,981,1413,6989,4971,2611,7028,5143,1367,7178,1429,888,4294,2290,4782,7080,1726,187,7112,5581,916,6767,127,384,5561,2444,3272,5160,3927,1880,4625,101,1642,6153,4694,2507,6896,4759,1258,3536,451,5274,7995,167,2704,11750,5221,1959,7263,2780,7349,7798,6625,3802,11916,3952,2058,8293,3453,2079,4674,846,2413,10890,6475,718
5373,1483,2081,4629,2670,5148,3252,1734,1499,6637,5059,1565,6786,4067,1072,5541,3476,2363,2447,998,1681,7024,5560,4439,6389,3183,3836,3113,2923,1943,6166,748,353,3966,3248,749,3395,197,2809,8359,6587,476,10532,3222,3476,8488,6592,311,11832,4488,551,4975,2035,648,10022,7107,6899,6919,2442,5941,6241,5220,1883,5133,4558,4830
5971,5807,6996,7107,2876,766,3017,1597,5159,3143,2262,2569,3791,3685,487,4428,2868,3765,3130,356,1254,5903,2614,3510,7042,4016,3123,2133,640,4029,5771,2729,3841,1467,288,3860,6007,93,323,2248,1292,5805,10786,1282,2220,2207,1536,9113,7895,6786,5319,3588,1081,6364,9814,4208,6074,10418,8234,8815,2904,2044,7215,5405,4819,5211
7160,3661,540,4997,4607,2538,6579,4463,4175,3450,3431,2066,593,188,4218,5325,647,1084,4028,1023,879,6799,915,767,6149,653,1580,5522,734,2081,6883,6750,75,5039,2724,3694,6237,1149,1284,6761,341,3171,11724,4853,1546,9784,1940,3646,6428,1401,1614,8871,4054,5074,11680,7643,2513,10999,2921,97,8075,2488,1702,5797,3209,4977
4039,2924,2306,2928,601,1503,6291,2410,1181,2085,2016,1540,4623,2282,3624,5762,4602,1677,3884,3674,1895,6651,4407,1534,7076,1691,959,6869,6287,566,208,64,5235,6009,2568,1185,6372,1739,963,9591,6901,2157,8417,6906,961,11490,8979,5311,6641,358,1529,9891,661,2727,6550,1817,1346,8175,5718,110,7289,4651,6293,7565,5038,6656
3421,1402,4247,3830,3819,5052,5062,332,124,1609,1266,4601,5965,2361,2804,2837,779,1150,2105,2015,6859,3778,3762,6555,6344,602,40,1148,444,598,5379,4938,2822,4626,1923,2315,5596,2604,966,4847,2840,8387,2472,355,7168,7822,5657,7878,7812,2985,6178,11957,400,22,6079,4229,6443,2567,1004,8100,8931,1913,3618,9183,1775,3219
6266,4112,2951,5063,933,291,4854,376,1563,4944,2323,4071,6408,5108,4081,3208,151,2517,6949,4982,403,6571,2549,3163,5782,2170,1343,1302,168,914,3263,1442,1137,5018,1069,961,3958,1610,2548,10394,7471,4394,9285,6471,3618,10043,6913,5586,11005,1230,537,11579,11279,4186,8293,358,1062,9663,7400,7759,10636,943,1536,10627,3626,4311
5105,1891,3611,4421,294,1475,6041,5902,5432,6692,723,124,5381,3874,1756,5574,3973,877,2370,505,4095,7185,7154,722,4955,2516,4087,2048,1203,3151,2958,2652,3265,4910,4512,5784,4896,646,2385,7317,545,4284,6432,3526,3704,8716,4425,1260,10312,3633,2435,4486,4411,8512,8997,7395,1303,10022,428,2037,11229,8623,4733,11312,3911,2523
6825,3769,509,5602,3269,1116,5571,307,1459,6093,4585,5354,3263,680,241,2478,2416,4135,5960,5517,1555,753,298,4794,6526,2312,1811,3996,2696,4495,3571,976,2422,6182,5705,1514,6635,5639,1994,11056,5549,1396,6610,5608,1211,5551,2847,7409,9114,4939,864,8587,1574,2690,2905,39,4030,11631,500,804,7339,5873,8495,9924,4958,4185
3565,1290,2110,3449,1704,1157,6723,2783,2620,6862,142,344,2824,2807,1946,4197,2446,2800,1998,1730,1951,5249,3433,1369,6025,617,1520,5795,1471,2150,5017,4233,675,1991,891,2123,2990,1274,198,6903,6811,952,2213,1304,6052,10113,6871,6069,5039,231,331,9703,1395,2236,6896,6673,6276,11935,9076,3260,9961,8445,8722,9151,7806,1534
4385,3107,1333,2902,2373,1555,6560,2519,1375,7064,6066,1487,1963,883,238,4551,3904,1499,2219,1061,1054,3185,1008,4555,6928,4604,4505,6474,6153,5767,1459,319,5148,3223,1672,990,1914,672,3313,1044,37,676,6961,1121,924,9311,3269,2239,5139,2583,7422,10544,4827,4944,6499,5028,236,6119,294,5045,10238,7275,4069,2879,2284,9290
